JK,Code,Name,Industry,Market cap.,Amplitude,P/E,Turnover Ratio
,01225,LERADO FIN,Crediting,50670000,0,-0.181,0
,00900,AEON CREDIT,Crediting,2546000000,0.01315,6.489,0.00021
,00767,ZHONG JI LS,Crediting,188553000,0.08571,86.25,0.00108
,00736,CHINA PPT INV,Crediting,33396000,0,-0.584,0
,00730,CAPITAL IND FIN,Crediting,484654000,0,15.25,0.00007
,00668,DOYEN INTL HOLD,Crediting,216587000,0.02857,17,0.00008
,00629,YUE DA INTL,Crediting,276964000,0,16.929,0
,00628,GOME FIN TECH,Crediting,1191000000,0.05309,28.625,0.00003
,00605,C FIN SERVICES,Crediting,46043000,0,-0.288,0
,00508,DINGYI GP INV,Crediting,404623000,0.16161,91.667,0.00036
,00431,G CHINA FIN,Crediting,645396000,0.10465,-1.361,0.0001
,00397,MINERVA GROUP,Crediting,340718000,0.05882,-3.238,0.00007
,00379,EG LEASING,Crediting,84365000,0.125,-2.174,0.0002
,00373,ALLIED GROUP,Crediting,5270000000,0.00671,-41.667,0
,00335,UPBEST GROUP,Crediting,1931000000,0,19.459,0
,00234,NEW CENTURY GP,Crediting,277458000,0.15555,12,0.00027
,00093,TERMBRAY IND,Crediting,1600000000,0,120,0
,00086,SUN HUNG KAI CO,Crediting,4815000000,0.00823,-10.208,0.00014
,09858,YOURAN DAIRY,Dairy,4592000000,0.02521,-3.967,0.00065
,06186,CHINA FEIHE,Dairy,34093000000,0.0211,9.104,0.00158
,02425,AUSTASIA GROUP,Dairy,707468000,0.02884,-1.312,0.00002
,02319,MENGNIU DAIRY,Dairy,51788000000,0.02242,9.755,0.00716
,01717,AUSNUTRIA,Dairy,3987000000,0.03139,20.741,0.00122
,01432,CHINA SHENGMU,Dairy,1525000000,0.02116,16.545,0.00001
,01431,YST DAIRY,Dairy,440907000,0.0396,-1.175,0.00012
,01117,CH MODERN D,Dairy,5462000000,0.01428,28.75,0.00168
,00948,ALPHA PRO HLDGS,Dairy,129234000,0,92.5,0
,09987,YUM CHINA,Dining,96865000000,0.02685,14.986,0.01029
,09922,JIUMAOJIU,Dining,5858000000,0.03155,11.719,0.01217
,09869,HELENS,Dining,3113000000,0.04687,15.669,0.00119
,09658,SUPER HI,Dining,7804000000,0.03889,38.961,0.00126
,08527,JLOGO HLDGS,Dining,105000000,0.05416,-3.621,0.00029
,08519,XINXIANG ERA,Dining,295744000,0.07407,-170,0.00096
,08510,TOPSTANDARDCORP,Dining,19077000,0,3.194,0
,08495,1957 & CO.,Dining,72960000,0,-11.875,0
,08493,DRAGON KING GP,Dining,44513000,0,36.8,0.00009
,08475,E-STATION GTECH,Dining,23353000,0,-1.717,0
,08447,MS CONCEPT,Dining,48000000,0,12,0.00006
,08432,BAR PACIFIC,Dining,43000000,0,4.545,0
,08428,CBK HOLDINGS,Dining,39190000,0.0597,-1.759,0.00116
,08412,NEW AMANTE,Dining,50939000,0,13.889,0
,08371,TASTEGOURMET GP,Dining,531300000,0.03546,5.882,0.0019
,08367,SIMPLICITY HLDG,Dining,92067000,0,-2.5,0
,08300,JIN MI FANG GP,Dining,340993000,0.07812,-16.125,0.0001
,08232,CLASSIFIED GP,Dining,22300000,0,-1.455,0
,08213,STARGLORY HLDGS,Dining,260386000,0,-20.833,0
,08120,CH DEMETER FIN,Dining,50595000,0.05263,-1.12,0.00001
,08096,TASTY CONCEPTS,Dining,23678000,0,-2.46,0
,08056,LIFE CONCEPTS,Dining,30373000,0.05882,-1.067,0.00024
,06862,HAIDILAO,Dining,84167000000,0.02734,16.947,0.00308
,06811,TAI HING GROUP,Dining,824427000,0.01219,8.817,0.00006
,03666,SHANGHAI XNG,Dining,53113000,0.04166,-1.043,0.00063
,02217,TAM JAI INTL,Dining,1454000000,0.03738,12.273,0.00043
,02150,NAYUKI,Dining,3876000000,0.02654,251.111,0.00351
,02108,K2 F&B,Dining,148000000,0,3.426,0
,01978,LH GROUP,Dining,616000000,0.02531,7,0.00002
,01869,KAFELAKU COFFEE,Dining,267749000,0.08133,34.333,0.00043
,01843,SNACK EMPIRE,Dining,134400000,0.00606,12,0.00007
,01488,BEST FOOD HLDG,Dining,1373000000,0.05882,-8.208,0.00003
,01443,FULUM GP HLDG,Dining,165100000,0.008,7.938,0.00004
,01405,DPC DASH,Dining,8176000000,0.02831,-278.667,0.00062
,01314,TSUI WAH HLDG,Dining,282245000,0.02463,4.651,0.00044
,01181,TANG PALACE,Dining,392750000,0.02631,8.488,0.00006
,01007,LONGHUI INTL,Dining,359321000,0.05151,-22.733,0.05287
,00703,FUTURE BRIGHT,Dining,159690000,0,3.286,0
,00657,G-VISION INT'L,Dining,36980000,0,-6.333,0
,00573,TAO HEUNG HLDGS,Dining,750618000,0.02777,10.137,0.00006
,00538,AJISEN (CHINA),Dining,1080000000,0.02941,5.41,0.00115
,00520,XIABUXIABU,Dining,1618000000,0.02684,-7.34,0.00338
,00341,CAFE DE CORAL H,Dining,4885000000,0.03504,14.787,0.00553
,00226,LIPPO,Dining,458633000,0,-12.917,0
,00156,LIPPO CHINA RES,Dining,652270000,0,-4.465,0
,00126,CARRIANNA,Dining,317415000,0.03755,-1.804,0.00003
,00052,FAIRWOOD HOLD,Dining,1029000000,0.00376,22.948,0.00033
,09896,MNSO,Diversified Retailers,49247000000,0.0375,17.873,0.00316
,03368,PARKSON GROUP,Diversified Retailers,305606000,0.01785,4.143,0
,02136,LIFESTYLE CHI,Diversified Retailers,1274000000,0.08536,13.182,0.00134
,01723,HK ASIA HLDGS,Diversified Retailers,134000000,0,33.5,0
,00974,SKL,Diversified Retailers,360167000,0,-12.157,0
,00848,MAOYE INT'L,Diversified Retailers,868715000,0,-8.048,0
,00825,NWDS CHINA,Diversified Retailers,402989000,0.04166,-1.258,0.00001
,00602,JIAHUA STORES H,Diversified Retailers,40463000,0,-0.241,0
,00312,SHIRBLE STORE,Diversified Retailers,94810000,0.13888,-0.252,0.00002
,00289,WING ON CO,Diversified Retailers,3394000000,0.00508,27.529,0.00002
,00244,SINCERE,Diversified Retailers,282502000,0,-5.658,0
,00162,CENTURY GINWA,Diversified Retailers,120718000,0,-0.241,0
,89988,BABA-SWR,E-commerce and Internet Services,1306000000000,0.0146,16.376,0
,89888,BIDU-SWR,E-commerce and Internet Services,228766000000,0.00664,11.261,0
,89618,JD-SWR,E-commerce and Internet Services,313326000000,0.01525,12.964,0
,83690,MEITUAN-WR,E-commerce and Internet Services,675588000000,0.04129,48.768,0
,80700,TENCENT-R,E-commerce and Internet Services,3349000000000,0.00997,29.068,0
,09991,BAOZUN-W,E-commerce and Internet Services,1083000000,0.00344,-3.523,0.00002
,09988,BABA-SW,E-commerce and Internet Services,1393000000000,0.01566,15.835,0.00299
,09923,YEAHKA,E-commerce and Internet Services,4838000000,0.04409,376.552,0.0009
,09911,NEWBORNTOWN,E-commerce and Internet Services,5218000000,0.03811,9.221,0.00302
,09898,WB-SW,E-commerce and Internet Services,15648000000,0.03025,5.861,0.00024
,09888,BIDU-SW,E-commerce and Internet Services,245036000000,0.00956,10.931,0.00459
,09878,HUITONGDA NET,E-commerce and Internet Services,14120000000,0.02605,28.555,0.00132
,09699,SF INTRA-CITY,E-commerce and Internet Services,11000000000,0.0203,196.667,0.00051
,09618,JD-SW,E-commerce and Internet Services,334398000000,0.02846,12.539,0.00458
,08613,ORIENTAL PAY,E-commerce and Internet Services,241060000,0,-7.471,0
,08083,CHINA YOUZAN,E-commerce and Internet Services,2539000000,0.02531,-7.7,0.00088
,08076,SING LEE,E-commerce and Internet Services,17124000,0,-1.857,0
,08071,CH NETCOMTECH,E-commerce and Internet Services,84349000,0.10526,-9,0.00022
,06988,JOY SPREADER,E-commerce and Internet Services,296490000,0.04687,-0.378,0.0008
,03773,YS DIGIFAVOR,E-commerce and Internet Services,946200000,0.01785,53.023,0.0003
,03690,MEITUAN-W,E-commerce and Internet Services,720875000000,0.05838,47.14,0.00654
,02598,LIANLIAN,E-commerce and Internet Services,10240000000,0.00526,-14.143,0.00055
,02518,AUTOHOME-S,E-commerce and Internet Services,23568000000,0.08092,11.359,0.00051
,02350,MTT GROUP,E-commerce and Internet Services,337500000,0.10169,7.714,0.00306
,02347,YOHO GROUP,E-commerce and Internet Services,343497000,0.02985,53.077,0.00006
,02280,HC GROUP,E-commerce and Internet Services,233168000,0,-0.116,0
,02209,YESASIA HLDGS,E-commerce and Internet Services,1211000000,0.16187,20.47,0.00778
,02177,UNQ HOLDINGS,E-commerce and Internet Services,275385000,0,-13.719,0.00005
,02101,FULU HOLDINGS,E-commerce and Internet Services,772331000,0.03141,7.652,0.00002
,01797,EAST BUY,E-commerce and Internet Services,14788000000,0.06377,13.762,0.00745
,01739,QEEKA HOME,E-commerce and Internet Services,285108000,0.03278,-2.677,0.00155
,01736,PARENTING NET,E-commerce and Internet Services,24888000,0,-0.468,0.00001
,01611,SINOHOPE TECH,E-commerce and Internet Services,1053000000,0.03896,-3.663,0.0005
,01357,MEITU,E-commerce and Internet Services,12109000000,0.04597,29.022,0.0141
,01137,HK TECH VENTURE,E-commerce and Internet Services,1582000000,0.03448,34.902,0.00431
,01094,CHERISH SUN,E-commerce and Internet Services,138253000,0.03571,10.37,0.00016
,01039,CHANGYOU ALLI,E-commerce and Internet Services,244479000,0,-5.87,0
,01020,CYBERNAUT INT'L,E-commerce and Internet Services,294183000,0,-14.8,0
,00818,HI SUN TECH,E-commerce and Internet Services,1222000000,0.04494,2.635,0.00009
,00700,TENCENT,E-commerce and Internet Services,3588000000000,0.01857,28.22,0.00274
,00536,TRADELINK,E-commerce and Internet Services,707224000,0,7.008,0.00007
,00400,INGDAN,E-commerce and Internet Services,1562000000,0.01754,6.707,0.00005
,00327,PAX GLOBAL,E-commerce and Internet Services,6323000000,0.01877,5.473,0.00125
,09901,NEW ORIENTAL-S,Education,91197000000,0.01863,65.595,0.00284
,09616,NEUEDU,Education,1964000000,0.04666,4.142,0.0001
,08417,DADI EDU,Education,28006000,0,-2.667,0
,08363,SDM EDUCATION,Education,137280000,0,-3.704,0
,08206,S ROBOT EDU,Education,32227000,0,-8.5,0
,08195,LEGENDARY EDU,Education,929114000,0.06944,28,0.00272
,08160,GOLDWAY EDU,Education,22517000,0.06211,-77.5,0.00041
,06913,SCVE GROUP,Education,446890000,0.01428,3.602,0.00019
,06169,YUHUA EDU,Education,1497000000,0.03571,1.206,0.00126
,06068,WISDOM EDU INTL,Education,398602000,0.01086,2.232,0.00001
,03978,BESTSTUDY EDU,Education,2762000000,0.02727,27.395,0.00569
,02779,CH XINHUA EDU,Education,1062000000,0.0303,3.128,0.00002
,02469,FENBI,Education,10133000000,0.04081,48.571,0.00178
,02385,READBOY,Education,2573000000,0.02834,-32.634,0.0006
,02371,CHUANGLIAN HOLD,Education,121540000,0.11764,9,0.00035
,02001,NEW HIGHER EDU,Education,3313000000,0.03333,4.312,0.0007
,01981,CATHAY EDU,Education,1705000000,0.07216,-7.863,0.0023
,01969,CHINA CHUNLAI,Education,5496000000,0.09977,7.352,0.00055
,01935,JH EDUCATION,Education,1249000000,0.01333,2.91,0
,01890,CHINA KEPEI,Education,3082000000,0.01935,3.797,0.00098
,01871,CHINA ORIENTED,Education,108990000,0.02057,-11.905,0.00022
,01851,GINGKO EDU,Education,410000000,0,2.508,0
,01775,BEXCELLENT GP,Education,121324000,0,-4.345,0
,01773,TIANLI INT HLDG,Education,9288000000,0.05011,25.523,0.00103
,01769,SCHOLAR EDU,Education,2678000000,0.0268,28.187,0.00168
,01765,XJ INTL HLDGS,Education,1612000000,0.02525,7,0.00222
,01758,BOJUN EDU,Education,124633000,0,2.226,0
,01756,C VOCATIONAL ED,Education,744000000,0.01666,1.732,0.00003
,01752,TOP EDUCATION,Education,165675000,0,34,0
,01598,21CENTURY EDU,Education,153279000,0.02238,3.474,0.00917
,01593,CHEN LIN EDU,Education,1480000000,0.00671,40,0.00007
,01569,MINSHENG EDU,Education,1033000000,0.01626,6.806,0.00003
,01565,VIRSCEND EDU,Education,651729000,0.06222,19.182,0.00051
,01563,ALLI INTL ED LE,Education,879275000,0.125,7.123,0.02144
,01525,GENCH EDU,Education,1307000000,0.01562,4.183,0
,01449,LEADER EDU,Education,203333000,0.01612,3.245,0.00009
,01317,MAPLELEAF EDU,Education,883620000,0.06349,147.5,0.00046
,01082,BDV EDU INTL,Education,985036000,0.08387,-34.468,0.0001
,00839,CHINA EDU GROUP,Education,11966000000,0.04033,7.934,0.00242
,00667,CHINA EAST EDU,Education,4706000000,0.02752,15.652,0.0011
,00499,QINGDAO HLDGS,Education,189725000,0,-3.654,0
,00382,EDVANTAGE GROUP,Education,2559000000,0.01327,3.79,0.00033
,00032,CROSS-HAR(HOLD),Education,2687000000,0,5.168,0
,08176,SUPERROBOTICS,Electronic Parts,188314000,0,-6.739,0
,02382,SUNNY OPTICAL,Electronic Parts,53919000000,0.03804,44.449,0.01195
,02323,RENCO HOLDINGS,Electronic Parts,60904000,0.12,-0.162,0.00075
,02018,AAC TECH,Electronic Parts,38712000000,0.05279,47.361,0.00514
,01979,TEN PAO GROUP,Electronic Parts,1257000000,0.00819,3.824,0.00018
,01967,CONFIDENCE IN,Electronic Parts,77500000,0.03333,-2.952,0.00004
,01725,USPACE TECH,Electronic Parts,411264000,0.05172,-1.764,0.00436
,01480,YAN TAT GROUP,Electronic Parts,268800000,0.00884,3.578,0.00017
,01478,Q TECH,Electronic Parts,5105000000,0.04816,56.711,0.0038
,01415,COWELL,Electronic Parts,19859000000,0.05416,54.599,0.00457
,01401,SPROCOMM INTEL,Electronic Parts,2780000000,0.05555,77.222,0.00057
,00732,TRULY INT'L,Electronic Parts,3035000000,0.06382,11.566,0.00263
,00698,TONGDA GROUP,Electronic Parts,905412000,0.05319,-0.738,0.00092
,00679,ASIA TELE-NET,Electronic Parts,354558000,0.01136,1.166,0.00012
,00099,WONG'S INT'L,Electronic Parts,669877000,0,4.389,0
,08137,HONBRIDGE,Energy storage devices,2227000000,0.05309,-20.545,0.00012
,03931,CALB,Energy storage devices,26230000000,0.03378,80.874,0.00058
,03919,GOLDENPOWER,Energy storage devices,31320000,0,-2.9,0
,02399,CN ANCHU ENERGY,Energy storage devices,822280000,0.05,-14.048,0.00182
,01399,VESON HLDG,Energy storage devices,244160000,0,11.2,0
,01201,TESSON HOLDINGS,Energy storage devices,145380000,0.10294,-1.628,0.00051
,00951,CHAOWEI POWER,Energy storage devices,1568000000,0.00699,4.092,0.00002
,00842,LEOCH INT'L,Energy storage devices,2334000000,0.11875,3.953,0.00449
,00819,TIANNENG POWER,Energy storage devices,6273000000,0.01075,3.12,0.0014
,00666,REPT BATTERO,Energy storage devices,32240000000,0.02805,-19.86,0.00002
,08169,ECO-TEK HLDGS,Environmental Engineering,24033000,0.08108,4.111,0.00016
,08128,CHYY GP,Environmental Engineering,194658000,0.23684,21.5,0
,08111,CT IND GROUP,Environmental Engineering,43332000,0,-1.516,0
,06805,KIMOU ENVIRON,Environmental Engineering,1263000000,0,12.527,0
,03996,CH ENERGY ENG,Environmental Engineering,35854000000,0.02298,4.076,0.00043
,03718,BJ ENT URBAN,Environmental Engineering,1814000000,0,5.795,0
,02727,SH ELECTRIC,Environmental Engineering,23837000000,0.01948,76.5,0.00086
,02377,BOQI ENV,Environmental Engineering,663776000,0.09722,2.5,0.00005
,02265,HC ENV TECH,Environmental Engineering,790000000,0.01265,41.579,0.00003
,02208,GOLDWIND,Environmental Engineering,14154000000,0.02631,9.626,0.00694
,02188,TITANS ENERGY,Environmental Engineering,455068000,0,-9.242,0.00212
,01845,WG ENV TECH,Environmental Engineering,200000000,0,150,0
,01685,BOER POWER,Environmental Engineering,132314000,0.01162,4.171,0.00031
,01597,NATURE ENERGY T,Environmental Engineering,1095000000,0,-97.333,0
,01539,UNITY GP HLDGS,Environmental Engineering,1929000000,0.05454,-80,0.00099
,01527,TENGY ENV,Environmental Engineering,148500000,0.00909,3.152,0.00011
,01452,DENOX ENV,Environmental Engineering,47428000,0,-1.702,0
,01330,DYNAGREEN ENV,Environmental Engineering,4083000000,0.03378,5.884,0.00846
,01272,DATANG ENVIRO,Environmental Engineering,2374000000,0,4.124,0
,01196,REALORD GROUP,Environmental Engineering,7665000000,0.01498,100.377,0.00166
,01133,HARBIN ELECTRIC,Environmental Engineering,5859000000,0.03007,9.225,0.00107
,01072,DONGFANG ELEC,Environmental Engineering,40527000000,0.04783,10.342,0.0148
,00895,DONGJIANG ENV,Environmental Engineering,1779000000,0.03105,-2.15,0.00025
,00658,C TRANSMISSION,Environmental Engineering,1815000000,0.02678,17.344,0.00005
,00607,FULLSHARE,Environmental Engineering,257889000,0.0238,-0.246,0.00011
,00587,CONCH ENVIRO,Environmental Engineering,1516000000,0.05882,5.188,0.0006
,00586,CONCH VENTURE,Environmental Engineering,11326000000,0.01737,4.166,0.00286
,00556,PAN ASIA ENVIRO,Environmental Engineering,831600000,0.12222,420,0.00154
,00436,NU ENVIRO,Environmental Engineering,206427000,0,-6.182,0.00001
,00154,BE ENVIRONMENT,Environmental Engineering,532628000,0.125,2.536,0.00136
,09879,MIGAO GROUP,Fertilizers and Agricultural Compounds,6426000000,0.076,23.105,0.00094
,08189,TEDA BIOMEDICAL,Fertilizers and Agricultural Compounds,143982000,0,-6.333,0
,03983,CHINA BLUECHEM,Fertilizers and Agricultural Compounds,10234000000,0.03125,3.895,0.00114
,01866,CHINA XLX FERT,Fertilizers and Agricultural Compounds,4566000000,0.0268,3.488,0.0006
,01702,DONGGUANG CHEM,Fertilizers and Agricultural Compounds,1180000000,0,5.621,0
,01470,PROSPER ONE,Fertilizers and Agricultural Compounds,26400000,0,-11,0
,00827,KO YO GROUP,Fertilizers and Agricultural Compounds,464159000,0.03658,-2.75,0.00016
,00809,GLOBAL BIO-CHEM,Fertilizers and Agricultural Compounds,685870000,0.03614,0.162,0.00031
,00509,SUNSHINE,Fertilizers and Agricultural Compounds,45811000,0,-0.192,0
,00297,SINOFERT,Fertilizers and Agricultural Compounds,6182000000,0.02222,8.98,0.00069
,09958,LITIAN PICTURES,Film and Television Entertainment,549000000,0,-3.199,0.00001
,09899,CLOUD MUSIC,Film and Television Entertainment,21762000000,0.03892,26.862,0.00046
,09857,LINMON MEDIA,Film and Television Entertainment,2393000000,0.05162,10.153,0.00064
,08446,BRIGHTSTAR TECH,Film and Television Entertainment,183859000,0.15656,-10.05,0.00075
,08368,CREATIVE CHINA,Film and Television Entertainment,491128000,0.03571,10.119,0.0001
,08220,BINGO GROUP,Film and Television Entertainment,119068000,0,-13.182,0.00009
,08172,LAJIN ENT,Film and Television Entertainment,185202000,0,-4.4,0
,08103,HMVOD,Film and Television Entertainment,115209000,0.02222,-9.368,0.0001
,08082,SUNNY SIDE UP,Film and Television Entertainment,269107000,0.5238,-8.231,0.01241
,06698,STAR CM,Film and Television Entertainment,1785000000,0.04166,-1.008,0.00381
,02306,YH ENT,Film and Television Entertainment,558004000,0.01515,-3.596,0.00011
,02230,MEDIALINK GROUP,Film and Television Entertainment,336648000,0.0647,7.042,0.00034
,02125,STRAWBEAR ENT,Film and Television Entertainment,310658000,0,-2.573,0
,01970,IMAX CHINA,Film and Television Entertainment,2959000000,0.03103,13.766,0.00093
,01896,MAOYAN ENT,Film and Television Entertainment,9997000000,0.02857,9.954,0.00148
,01740,VALUES CULTURAL,Film and Television Entertainment,118275000,0,-1.075,0.00002
,01698,TME-SW,Film and Television Entertainment,188597000000,0.01952,34.735,0.00001
,01616,A METAVERSE,Film and Television Entertainment,47335000,0.04347,-2.75,0.00844
,01326,TRANSMIT ENT,Film and Television Entertainment,129780000,0.21052,-0.694,0.00163
,01159,STARLIGHT CUL,Film and Television Entertainment,217810000,0.05,-4.804,0
,01132,ORANGE SKY G H,Film and Television Entertainment,151182000,0.05263,-1.688,0.00039
,01060,ALI PICTURES,Film and Television Entertainment,13074000000,0.02247,40,0.00114
,01046,UNIVERSE ENT,Film and Television Entertainment,435183000,0,-4.706,0
,01003,HUANXI MEDIA,Film and Television Entertainment,2011000000,0.13,12.5,0.00046
,00953,SHAW BROTHERS,Film and Television Entertainment,174612000,0.04166,-61.5,0.00057
,00907,ELEGANCEOPTICAL,Film and Television Entertainment,76812000,0,-0.989,0
,00571,ESUN HOLDINGS,Film and Television Entertainment,100085000,0.03571,-0.504,0.00006
,00547,DIGITAL DOMAIN,Film and Television Entertainment,1930000000,0.04081,-4.939,0.00106
,00491,EMPEROR CULTURE,Film and Television Entertainment,170307000,0.03921,-0.515,0.00073
,00391,MEI AH ENTER,Film and Television Entertainment,663459000,0,-14,0
,00326,CHINA STAR ENT,Film and Television Entertainment,1797000000,0,-6.218,0
,00136,CHINA RUYI,Film and Television Entertainment,25134000000,0.04368,32.951,0.00188
,03318,CHINA BOTON,Food Additives,2356000000,0.04651,14.631,0.00007
,02317,VEDAN INT'L,Food Additives,761371000,0.0196,13.889,0.0001
,02226,HONWORLD GP,Food Additives,341463000,0.07142,-0.59,0.00017
,01695,S&P INTL HLDG,Food Additives,54000000,0.02,-16.667,0.00009
,01587,SHINEROAD INTL,Food Additives,319600000,0.13043,14.242,0.00018
,01579,YIHAI INTL,Food Additives,14265000000,0.03672,15.154,0.0032
,01084,GF HYDROCOLLOID,Food Additives,663750000,0.07594,-7.08,0.0009
,00954,CHANGMAO BIO,Food Additives,222474000,0,-2.346,0
,00546,FUFENG GROUP,Food Additives,13888000000,0.03558,4.001,0.00129
,00336,HUABAO INTL,Food Additives,8269000000,0.02723,32,0.00059
,00030,YNBY INTL,Food Additives,904389000,0.08571,4.75,0.00015
,08187,JIMU GROUP,Footwear,47672000,0.01219,31.429,0.00013
,01836,STELLA HOLDINGS,Footwear,11464000000,0.01428,10.398,0.00795
,01368,XTEP INT'L,Footwear,12811000000,0.02469,11.279,0.00184
,01361,361 DEGREES,Footwear,8580000000,0.03117,8.09,0.0005
,01170,KINGMAKER,Footwear,487810000,0,9.114,0
,01121,GOLDENSOLAR,Footwear,7130000000,0.06476,-19.749,0.00579
,01028,C.BANNER,Footwear,602330000,0.05,26.364,0.00007
,00933,VIVA GOODS,Footwear,6807000000,0.02898,-58.333,0.00028
,00738,LE SAUNDA,Footwear,321182000,0,-12.297,0
,00676,PEGASUS INT'L,Footwear,657585000,0.05,180,0.00001
,00551,YUE YUEN IND,Footwear,23957000000,0.029,11.156,0.00281
,00210,DAPHNE INT'L,Footwear,322512000,0.03571,4.657,0.00017
,08277,STEEDORIENTAL,Forestry and Timber,87929000,0.14754,-3.018,0.00087
,08191,HONG WEI ASIA,Forestry and Timber,10320000,0.0051,7,0.00057
,08186,ALMANA,Forestry and Timber,193577000,0,-121.429,0
,01822,CHINA WOOD INT,Forestry and Timber,162796000,0.12359,0.136,0.00012
,01580,DA SEN HLDGS,Forestry and Timber,151204000,0,-3.286,0
,01069,CN HEALTH TECH,Forestry and Timber,53002000,0.15151,-4.625,0.00008
,00723,RELIANCE GLO HL,Forestry and Timber,229707000,0.09523,21,0.00046
,00094,GREENHEART GP,Forestry and Timber,148399000,0.01219,-1.6,0.00002
,08547,PACIFIC LEGEND,Furniture,29196000,0.31538,-0.871,0.02779
,08512,HYFUSIN GROUP,Furniture,284735000,0,2.793,0.00018
,08395,QI-HOUSE,Furniture,1093000000,0,-98.571,0.00001
,08392,SATU HOLDINGS,Furniture,36000000,0,-4.5,0
,08370,ZHI SHENG GP,Furniture,25405000,0,-0.296,0.00006
,08222,E LIGHTING,Furniture,17590000,0,-2.6,0
,08136,IMS GROUP,Furniture,52000000,0.03846,3.467,0.00054
,08118,BORTEX GLOBAL,Furniture,44500000,0.23469,-0.636,0.00108
,06993,BLUE MOON GROUP,Furniture,11960000000,0.04433,37.091,0.00026
,06822,KING'S FLAIR,Furniture,248500000,0.02816,-16.905,0.00005
,06601,CHEERWIN GP,Furniture,2307000000,0.01744,11.931,0.00035
,03893,CROSSTEC,Furniture,94867000,0.03278,-1.773,0.00126
,02223,CASABLANCA,Furniture,91538000,0,-19.722,0
,02222,NVC INTL,Furniture,507274000,0,1.818,0.00005
,02127,HUISEN SHARES,Furniture,500875000,0.04379,2.194,0.00031
,01999,MAN WAH HLDGS,Furniture,22877000000,0.04926,9.933,0.0035
,01925,KWUNGS HOLDINGS,Furniture,469849000,0.00847,7.03,0.00006
,01868,NEO-NEON,Furniture,837786000,0,28.571,0
,01715,VOLCANO SPRING,Furniture,45367000,0.08333,-0.833,0.00872
,01575,MORRIS HOME,Furniture,283250000,0,-10.3,0
,01418,SINOMAX GROUP,Furniture,260750000,0,4.139,0
,01237,CH ENV TECH&BIO,Furniture,28562000,0,-11.071,0.00011
,01198,ROYALE HOME,Furniture,1169000000,0.09756,-2.778,0.00001
,01086,GOODBABY INTL,Furniture,850696000,0.03773,4.18,0.00076
,01027,CHINA JICHENG,Furniture,214526000,0,-2.097,0
,00943,ZHONGZHENG INTL,Furniture,128245000,0,2,0
,00837,CARPENTER TAN,Furniture,1398000000,0.00889,7.289,0.00051
,00713,WORLD HOUSEWARE,Furniture,364374000,0,-2.12,0
,00531,SAMSON HOLDING,Furniture,647524000,0.04205,26.75,0.00015
,00526,LISI GP HOLD,Furniture,635478000,0.10389,0.238,0.00031
,00496,KASEN,Furniture,344910000,0,4.426,0
,00396,HING LEE (HK),Furniture,94547000,0.09677,-8.357,0.00025
,09999,NTES-S,Gaming software,452111000000,0.02291,13.918,0.00278
,09990,ARCHOSAUR GAMES,Gaming software,1054000000,0.05882,-3.028,0.0002
,09890,ZX INC,Gaming software,9246000000,0.07166,35.597,0.00257
,08282,GAMEONE,Gaming software,20160000,0,-0.621,0
,08267,LINEKONG,Gaming software,136150000,0.08108,-7.115,0.00007
,06933,SINO-ENTERTAIN,Gaming software,97487000,0,-0.855,0
,06860,FINGERTANGO,Gaming software,159201000,0.04938,20.75,0.00008
,06820,FRIENDTIMES,Gaming software,1657000000,0.07317,-10.857,0.00046
,06633,QINGCI GAMES,Gaming software,1922000000,0.09019,-46.333,0
,03798,HOMELAND ITL,Gaming software,2220000000,0.01714,4.601,0
,02660,ZENGAME,Gaming software,3085000000,0.04333,3.853,0.00093
,02458,GALA TECH HOLD,Gaming software,560280000,0.11835,6.847,0.00102
,02400,XD INC,Gaming software,9709000000,0.04255,-105.759,0.00644
,02100,BAIOO,Gaming software,692355000,0,-20.083,0
,02022,DIGIT HOLLYWOOD,Gaming software,190000000,0.15625,-4.13,0.00338
,01961,INFINITIES TECH,Gaming software,514010000,0.02816,-8.75,0.00018
,01909,FIRE ROCK,Gaming software,522240000,0.08333,0.932,0.00083
,01119,IDREAMSKY,Gaming software,4553000000,0.03082,-7.417,0.00565
,01022,FEIYU,Gaming software,423365000,0.02066,7.333,0.00001
,00799,IGG,Gaming software,3335000000,0.04745,45.806,0.00498
,00797,7ROAD,Gaming software,5782000000,0.1701,-35.593,0.00001
,00777,NETDRAGON,Gaming software,6790000000,0.04231,11.191,0.00537
,00776,IMPERIUM TEC GP,Gaming software,674948000,0.18442,-5.28,0.00016
,00434,BOYAA,Gaming software,1263000000,0.0601,9.78,0.00139
,00302,CMGE,Gaming software,2780000000,0.04761,-126.25,0.01014
,00082,CRAZY SPORTS,Gaming software,570293000,0.04687,-25.2,0.00044
,09908,JIAXING GAS,Gas Supply,1075000000,0,4.077,0.00002
,08117,CHI P ENERGY,Gas Supply,39936000,0,-2.294,0
,08007,GLOBALSTRAT,Gas Supply,27807000,0.01666,-2.259,0.0001
,06828,BG BLUE SKY,Gas Supply,863972000,0.05263,9.5,0.00007
,06661,HUZHOU GAS,Gas Supply,1095000000,0,8.955,0
,03633,ZHONGYU ENERGY,Gas Supply,13228000000,0.01048,53.371,0.00027
,02886,BINHAI INV,Gas Supply,1664000000,0.016,6.474,0.00143
