JK,Code,Name,Market type,Industry,Market cap.
,377030,MAXST,KOSDAQ,Software,79359926510
,288980,MOADATA,KOSDAQ,Software,78443395740
,041460,Crosscert,KOSDAQ,Software,78375000000
,290090,TWIM,KOSDAQ,Software,76808291120
,150900,FASOO,KOSDAQ,Software,75601654560
,220180,HANDYSOFT,KOSDAQ,Software,75011920000
,163730,FINGER,KOSDAQ,Software,73480772800
,060850,YoungLimWon,KOSDAQ,Software,72365900000
,100030,Inzisoft,KOSDAQ,Software,72241708000
,301300,VAIV company,KOSDAQ,Software,71660062380
,413640,MTX,KOSDAQ,Software,71492844800
,189690,FORCS,KOSDAQ,Software,71310339090
,303530,INNODEP,KOSDAQ,Software,71044414320
,053350,INITECH,KOSDAQ,Software,69960888060
,440320,Openknowl,KOSDAQ,Software,68438900000
,434480,MONITORAPP,KOSDAQ,Software,68373414000
,189330,XIIlab,KOSDAQ,Software,64517287560
,419120,Sandoll,KOSDAQ,Software,63904959720
,376980,Wanted Lab,KOSDAQ,Software,63742179600
,139670,KineMaster,KOSDAQ,Software,63675833100
,067920,IGLOO,KOSDAQ,Software,62787839490
,279600,MediaZen,KOSDAQ,Software,62682369780
,307870,B2En,KOSDAQ,Software,62590675154
,438700,VIRNECT,KOSDAQ,Software,61965588400
,099390,Brainzcompany,KOSDAQ,Software,56883401190
,367000,Plateer,KOSDAQ,Software,56872043460
,373170,MICUBE,KOSDAQ,Software,56727091800
,340810,CUBOX,KOSDAQ,Software,56114227470
,262840,IQUEST,KOSDAQ,Software,54397800000
,418250,SecuLetter,KOSDAQ,Software,52279100100
,417860,OBZEN,KOSDAQ,Software,48381091500
,069410,nTels,KOSDAQ,Software,47638431600
,153460,NABLE,KOSDAQ,Software,45710098000
,045340,TSB,KOSDAQ,Software,45614353200
,356890,CyberOne,KOSDAQ,Software,44984126875
,347860,Alchera,KOSDAQ,Software,44824773760
,148780,BECU AI,KOSDAQ,Software,44558592325
,065440,ELUON,KOSDAQ,Software,44458282600
,208860,EnGIS Technologies,KOSDAQ,Software,41831348265
,357880,Bitnine,KOSDAQ,Software,41149186640
,040160,NuriFlex,KOSDAQ,Software,40868263650
,131090,SECUVE,KOSDAQ,Software,40260000000
,296640,INNORULES,KOSDAQ,Software,40027887960
,184230,SGA Solutions,KOSDAQ,Software,40000863879
,290270,HUNESION,KOSDAQ,Software,38382649640
,039310,SEJOONG,KOSDAQ,Software,36152725665
,290560,SINSIWAY,KOSDAQ,Software,35173206040
,291810,Pintel,KOSDAQ,Software,33975016440
,333050,MOCOMSYS,KOSDAQ,Software,33787848815
,372800,ITEYES,KOSDAQ,Software,33570334300
,094860,NEORIGIN,KOSDAQ,Software,33040934536
,070300,Xcure,KOSDAQ,Software,31674118200
,347700,LSCORP,KOSDAQ,Software,30324870940
,049470,SGA,KOSDAQ,Software,28842502010
,232830,SECUCEN,KOSDAQ,Software,27278409760
,085810,Alticast,KOSDAQ,Software,27043735559
,275630,SSR,KOSDAQ,Software,22266559300
,079970,TOBESOFT,KOSDAQ,Software,21824390834
,084440,UBION,KOSDAQ,Software,21112408800
,051980,JOONGANG AM,KOSDAQ,Telecom n Broadcasting Equipment,1277800480550
,032500,KMW,KOSDAQ,Telecom n Broadcasting Equipment,590941903720
,099320,SI,KOSDAQ,Telecom n Broadcasting Equipment,570561583800
,389020,Zaram Technology,KOSDAQ,Telecom n Broadcasting Equipment,453673836000
,050890,Solid,KOSDAQ,Telecom n Broadcasting Equipment,339167885600
,029480,Kwangmu,KOSDAQ,Telecom n Broadcasting Equipment,315075364500
,121800,Vidente,KOSDAQ,Telecom n Broadcasting Equipment,256309348520
,211270,APSI,KOSDAQ,Telecom n Broadcasting Equipment,223821391360
,230240,HFR,KOSDAQ,Telecom n Broadcasting Equipment,182776302300
,143160,IDIS,KOSDAQ,Telecom n Broadcasting Equipment,173819845800
,073490,Innowireless,KOSDAQ,Telecom n Broadcasting Equipment,173747881100
,175140,HUMAN TECHNOLOGY,KOSDAQ,Telecom n Broadcasting Equipment,169970806800
,264450,Ubiquoss,KOSDAQ,Telecom n Broadcasting Equipment,159320728300
,091440,Hanwool MS,KOSDAQ,Telecom n Broadcasting Equipment,157752046800
,084730,Thinkware,KOSDAQ,Telecom n Broadcasting Equipment,143755946560
,037460,SAMJI ELECT,KOSDAQ,Telecom n Broadcasting Equipment,142950252720
,039560,DASANNetwork,KOSDAQ,Telecom n Broadcasting Equipment,141826471790
,061040,RFTECH,KOSDAQ,Telecom n Broadcasting Equipment,126592126755
,088800,Ace Technologies,KOSDAQ,Telecom n Broadcasting Equipment,120202919487
,361390,Genohco,KOSDAQ,Telecom n Broadcasting Equipment,119862608220
,138080,OE Solutions,KOSDAQ,Telecom n Broadcasting Equipment,116865045000
,069540,LIGHTRON,KOSDAQ,Telecom n Broadcasting Equipment,108780373200
,340360,Davolink,KOSDAQ,Telecom n Broadcasting Equipment,108470530000
,388790,LiComm,KOSDAQ,Telecom n Broadcasting Equipment,102604779900
,115160,HUMAX,KOSDAQ,Telecom n Broadcasting Equipment,98053376520
,078890,KAON Group,KOSDAQ,Telecom n Broadcasting Equipment,97322777630
,015710,KOCOM,KOSDAQ,Telecom n Broadcasting Equipment,74154015000
,170790,Piolink,KOSDAQ,Telecom n Broadcasting Equipment,72745661300
,115440,WooriNet,KOSDAQ,Telecom n Broadcasting Equipment,71945858910
,031310,EYESVISION,KOSDAQ,Telecom n Broadcasting Equipment,69900669360
,049080,GIGALANE,KOSDAQ,Telecom n Broadcasting Equipment,64765993761
,039010,HYUNDAI HT,KOSDAQ,Telecom n Broadcasting Equipment,59081250000
,099520,ITX-AI,KOSDAQ,Telecom n Broadcasting Equipment,58141862016
,056360,COWEAVER,KOSDAQ,Telecom n Broadcasting Equipment,57115344000
,060540,SAT,KOSDAQ,Telecom n Broadcasting Equipment,55141275660
,109080,OPTICIS,KOSDAQ,Telecom n Broadcasting Equipment,52076640000
,036690,COMMAX,KOSDAQ,Telecom n Broadcasting Equipment,45885746130
,046310,BG T&A,KOSDAQ,Telecom n Broadcasting Equipment,45561728775
,297570,ALOYS,KOSDAQ,Telecom n Broadcasting Equipment,43449628590
,038950,FINEDIGITAL,KOSDAQ,Telecom n Broadcasting Equipment,42476782400
,380540,Opticore,KOSDAQ,Telecom n Broadcasting Equipment,35798490024
,083640,INCON,KOSDAQ,Telecom n Broadcasting Equipment,32953428824
,065570,Samyung ENC,KOSDAQ,Telecom n Broadcasting Equipment,32551670580
,035460,KisanTelecom,KOSDAQ,Telecom n Broadcasting Equipment,31049734200
,079190,KESPION,KOSDAQ,Telecom n Broadcasting Equipment,29687167836
,215790,INNO INSTRUMENT,KOSDAQ,Telecom n Broadcasting Equipment,26143763701
,065770,CS,KOSDAQ,Telecom n Broadcasting Equipment,24477434930
,192410,Hyulimnetworks,KOSDAQ,Telecom n Broadcasting Equipment,20954177010
,073540,FRTEK,KOSDAQ,Telecom n Broadcasting Equipment,19003800000
,174880,JangWon,KOSDAQ,Telecom n Broadcasting Equipment,11610352250
,025770,KICC,KOSDAQ,Telecommunications,321271845180
,451760,CONTEC,KOSDAQ,Telecommunications,237404163640
,036800,NICEI&T,KOSDAQ,Telecommunications,215500000000
,036630,SEJONG TELECOM,KOSDAQ,Telecommunications,123000000000
,065530,Wiable,KOSDAQ,Telecommunications,100328280000
,066410,BUCKET STUDIO,KOSDAQ,Telecommunications,96978744678
,039290,InfoBank,KOSDAQ,Telecommunications,78767440680
,115310,INFOvine,KOSDAQ,Telecommunications,68168052050
,039420,KL-Net,KOSDAQ,Telecommunications,66425507500
,052600,HANNET,KOSDAQ,Telecommunications,51689739000
,383220,F&F,KOSPI,Textile & Wearing Apparel,2528266950000
,105630,Hansae,KOSPI,Textile & Wearing Apparel,836000000000
,093050,LF,KOSPI,Textile & Wearing Apparel,431582400000
,020000,Handsome,KOSPI,Textile & Wearing Apparel,415791345000
,001460,BYC,KOSPI,Textile & Wearing Apparel,220176787500
,003200,IlshinSpng,KOSPI,Textile & Wearing Apparel,205329600000
,016450,HansaeYes24Holdings,KOSPI,Textile & Wearing Apparel,190600000000
,009270,Shinwon,KOSPI,Textile & Wearing Apparel,130489844832
,003610,Pangrim,KOSPI,Textile & Wearing Apparel,107054647700
,011300,SEONG AN Materials,KOSPI,Textile & Wearing Apparel,97908229570
,007980,TP,KOSPI,Textile & Wearing Apparel,93087561470
,016090,Daehyun,KOSPI,Textile & Wearing Apparel,87723256110
,005800,ShinyoungWacoal,KOSPI,Textile & Wearing Apparel,81720000000
,102280,SBW,KOSPI,Textile & Wearing Apparel,70637282701
,111110,Hojeon,KOSPI,Textile & Wearing Apparel,69029886720
,014990,In the F,KOSPI,Textile & Wearing Apparel,44842458015
,090370,METALABS,KOSPI,Textile & Wearing Apparel,42960588525
,005820,Wonlim,KOSPI,Textile & Wearing Apparel,40765987800
,093240,HYUNGJI ELITE,KOSPI,Textile & Wearing Apparel,36233030074
,000950,Chonbang,KOSPI,Textile & Wearing Apparel,35280000000
,001070,TaihanTextl,KOSPI,Textile & Wearing Apparel,34609000000
,001465,BYC(1P),KOSPI,Textile & Wearing Apparel,32975443500
,084870,TBH GLOBAL,KOSPI,Textile & Wearing Apparel,31764935337
,002070,VIVIEN,KOSPI,Textile & Wearing Apparel,26933766960
,008500,IljeongInd,KOSPI,Textile & Wearing Apparel,15672000000
,033340,GOODPEOPLE,KOSDAQ,Textile n Apparel,204565677380
,298540,"TNH CO., LTD",KOSDAQ,Textile n Apparel,200319612080
,145170,Nobland,KOSDAQ,Textile n Apparel,191281145700
,472850,POND GROUP,KOSDAQ,Textile n Apparel,181126024800
,110790,CreaS F&C,KOSDAQ,Textile n Apparel,179012534400
,366030,09WOMEN,KOSDAQ,Textile n Apparel,145664255500
,109670,C-SITE,KOSDAQ,Textile n Apparel,142823025000
,352700,CNTUS,KOSDAQ,Textile n Apparel,80057698565
,065950,Welcron,KOSDAQ,Textile n Apparel,73119072180
,306040,SJG,KOSDAQ,Textile n Apparel,67876896640
,204020,GRITEE,KOSDAQ,Textile n Apparel,64169564550
,047770,Codes Combine,KOSDAQ,Textile n Apparel,59375042538
,267790,BARREL,KOSDAQ,Textile n Apparel,55535040000
,083550,KM,KOSDAQ,Textile n Apparel,48073868010
,065060,GNCO,KOSDAQ,Textile n Apparel,45687402612
,318160,Cell Bio Human Tech,KOSDAQ,Textile n Apparel,41766663510
,130500,GH Advanced Materials,KOSDAQ,Textile n Apparel,41162497160
,032080,AZTECHWB,KOSDAQ,Textile n Apparel,30216386774
,225590,Fashion Platform,KOSDAQ,Textile n Apparel,28341462632
,008290,WPMulsan,KOSDAQ,Textile n Apparel,25352162017
,098660,STO,KOSDAQ,Textile n Apparel,24826938336
,011080,HYUNGJI I&C,KOSDAQ,Textile n Apparel,18693965079
,323230,MFM KOREA,KOSDAQ,Textile n Apparel,15362444660
,011200,HMM,KOSPI,Transport & Storage,12798162902800
,003490,KAL,KOSPI,Transport & Storage,8192909707250
,086280,HYUNDAIGLOVIS,KOSPI,Transport & Storage,7087500000000
,000120,CJ LOGISTICS,KOSPI,Transport & Storage,2265265759200
,028670,PanOcean,KOSPI,Transport & Storage,2181043608960
,089590,JEJUAIR,KOSPI,Transport & Storage,864471359200
,020560,Asiana Airlines,KOSPI,Transport & Storage,790997051320
,005880,KorLine,KOSPI,Transport & Storage,745279369100
,272450,JIN AIR,KOSPI,Transport & Storage,697392000000
,091810,TWAYAIR,KOSPI,Transport & Storage,605214922560
,003280,HeungaShipping,KOSPI,Transport & Storage,579424006590
,298690,AirBusan,KOSPI,Transport & Storage,317844000000
,002320,HanjinTrnspt,KOSPI,Transport & Storage,292824032520
,004360,SEBANG,KOSPI,Transport & Storage,245220363000
,005430,KorApoSvc,KOSPI,Transport & Storage,218478495000
,044450,KSS LINE,KOSPI,Transport & Storage,188149922000
,004140,DongbangTrnspt&Log,KOSPI,Transport & Storage,147753039280
,009070,KCTC,KOSPI,Transport & Storage,142350000000
,009180,Hansol Logistics,KOSPI,Transport & Storage,79401380750
,465770,STX Green Logis,KOSPI,Transport & Storage,70634665200
,129260,INTERGIS,KOSPI,Transport & Storage,69163807050
,000650,ChunilExp,KOSPI,Transport & Storage,65672659000
,014130,HanExpress,KOSPI,Transport & Storage,55440000000
,001140,KUKBO,KOSPI,Transport & Storage,33456978680
,084670,DONGYANG EXPRESS,KOSPI,Transport & Storage,31735436240
,004365,SEBANG(1P),KOSPI,Transport & Storage,28222762500
,003495,KAL(1P),KOSPI,Transport & Storage,25770420800
,005380,HyundaiMtr,KOSPI,Transport Equipment,56123539188000
,000270,KIA CORP.,KOSPI,Transport Equipment,49062627765900
,012330,Mobis,KOSPI,Transport Equipment,22289912372000
,329180,HD HYUNDAI HEAVY INDUSTRIES,KOSPI,Transport Equipment,11771315181600
,012450,HANWHA AEROSPACE,KOSPI,Transport Equipment,11568955000000
,042660,Hanwha Ocean,KOSPI,Transport Equipment,9880074492750
,010140,SamsungHvyInd,KOSPI,Transport Equipment,7955200000000
,005387,HyundaiMtr(2PB),KOSPI,Transport Equipment,5735806316400
,047810,KOREA AEROSPACE,KOSPI,Transport Equipment,5019968010500
,064350,HYUNDAI ROTEM,KOSPI,Transport Equipment,4223806739100
,005385,HyundaiMtr(1P),KOSPI,Transport Equipment,3790871694400
,010620,HD HYUNDAI MIPO,KOSPI,Transport Equipment,3039597538900
,204320,HL MANDO,KOSPI,Transport Equipment,2021504016000
,005850,SLCORP,KOSPI,Transport Equipment,1946192988000
,011210,HYUNDAI WIA,KOSPI,Transport Equipment,1569156289100
,003620,KG Mobility,KOSPI,Transport Equipment,1085606930200
,271940,ILJIN HYSOLUS,KOSPI,Transport Equipment,826125072500
,009900,MS IND,KOSPI,Transport Equipment,785477891010
,064960,SNT MOTIV,KOSPI,Transport Equipment,693136646400
,003570,SNT DYNAMICS,KOSPI,Transport Equipment,635126512700
,200880,SEOYONEHWA,KOSPI,Transport Equipment,504080350050
,075580,SEJIN HEAVY,KOSPI,Transport Equipment,470713495680
,010690,Hwashin,KOSPI,Transport Equipment,443140002900
,005389,HyundaiMtr(3PB),KOSPI,Transport Equipment,374675589600
,000430,DaewonKangup,KOSPI,Transport Equipment,348440000000
,009680,MT,KOSPI,Transport Equipment,278520000000
,092200,DIC,KOSPI,Transport Equipment,202220558800
,015230,DaechangForging,KOSPI,Transport Equipment,180005049000
,033530,SJG SEJONG,KOSPI,Transport Equipment,161083364190
,010580,SM BEXEL,KOSPI,Transport Equipment,159646275600
,024900,DuckYangInd,KOSPI,Transport Equipment,147356534500
,010100,KOREA MOVENEX,KOSPI,Transport Equipment,137026890000
,214330,KUMHO HT,KOSPI,Transport Equipment,124498024242
,016740,DUAL,KOSPI,Transport Equipment,120858715400
,023800,Inzi,KOSPI,Transport Equipment,112403390670
,023000,SAMWONSTEEL,KOSPI,Transport Equipment,111800000000
,004100,TaeyangMtl,KOSPI,Transport Equipment,107347500000
,006660,SamsungClimateContro,KOSPI,Transport Equipment,101578925000
,013520,HS Corp,KOSPI,Transport Equipment,98600966440
,018500,DONGWON METAL,KOSPI,Transport Equipment,88740862834
,021820,SewonPrecsnInd,KOSPI,Transport Equipment,86200000000
,001380,SG GLOBAL,KOSPI,Transport Equipment,84577552983
,013870,GMB Korea,KOSPI,Transport Equipment,83441225000
,041650,SANGSIN,KOSPI,Transport Equipment,82020939000
,023810,INFAC,KOSPI,Transport Equipment,82000000000
,308170,CTR Mobility,KOSPI,Transport Equipment,77145600000
,075180,SAC,KOSPI,Transport Equipment,73152000000
,378850,HS R&A,KOSPI,Transport Equipment,71605958710
,001620,KBIDK,KOSPI,Transport Equipment,69112972251
,092780,DONGYANG PISTON,KOSPI,Transport Equipment,68871045800
,002920,YoosungEnt,KOSPI,Transport Equipment,68760875000
,090080,PHC,KOSPI,Transport Equipment,64674861102
,009320,DAEWOOELECCOMPONENTS,KOSPI,Transport Equipment,62807906980
,002880,DAYOU A-TECH,KOSPI,Transport Equipment,61234666200
,143210,HANDS CORPORATION,KOSPI,Transport Equipment,56658184730
,033250,CHASYS,KOSPI,Transport Equipment,55424000000
,123700,SJM,KOSPI,Transport Equipment,55241338920
,012280,YeonghwaMtl,KOSPI,Transport Equipment,49649589305
,010770,PHHC,KOSPI,Transport Equipment,43657016010
,000040,KR MOTORS,KOSPI,Transport Equipment,38665434124
,005030,PusanCstIron,KOSPI,Transport Equipment,38288532168
,001420,TaewonMulsan,KOSPI,Transport Equipment,31768000000
,004105,TaeyangMtl(1P),KOSPI,Transport Equipment,18414000000
,124560,Taewoong Logistics,KOSDAQ,Transportation,139644282840
,003100,SUN KWANG,KOSDAQ,Transportation,113916000000
,024800,YOOSUNG T&S,KOSDAQ,Transportation,81513986400
,040610,SG&G,KOSDAQ,Transportation,57709622828
,032280,SamIl,KOSDAQ,Transportation,29524947390
,015750,SW HITECH,KOSDAQ,Vehicles n Components,705600000000
,460930,HYUNDAI HYMS,KOSDAQ,Vehicles n Components,510171600000
,416180,Shinsung ST,KOSDAQ,Vehicles n Components,348935430800
,118990,MOTREX,KOSDAQ,Vehicles n Components,330664467000
,437730,SAMHYUN,KOSDAQ,Vehicles n Components,298051129800
,043370,PHA,KOSDAQ,Vehicles n Components,280770000000
,088390,INNOX,KOSDAQ,Vehicles n Components,205549983600
,123040,"MS AUTOTECH CO., LTD",KOSDAQ,Vehicles n Components,194732551405
,038110,ECOPLASTIC,KOSDAQ,Vehicles n Components,181145228000
,067390,ASTK,KOSDAQ,Vehicles n Components,179859805440
,064820,CAPEind,KOSDAQ,Vehicles n Components,174285745920
,123410,KFTC,KOSDAQ,Vehicles n Components,173171418080
,419050,SAMKEE EV,KOSDAQ,Vehicles n Components,157861622400
,215360,W.I.C,KOSDAQ,Vehicles n Components,143922888880
,012860,MOBASE ELECTRONICS,KOSDAQ,Vehicles n Components,139143568300
,274090,Kencoa Aerospace,KOSDAQ,Vehicles n Components,137138460120
,013310,A-JIN INDUSTRY,KOSDAQ,Vehicles n Components,136987234460
,108380,DAYANG,KOSDAQ,Vehicles n Components,136812861900
,452400,INICS Corp.,KOSDAQ,Vehicles n Components,132805705920
,105330,KNW,KOSDAQ,Vehicles n Components,130086226800
,101930,Inhwa Precision,KOSDAQ,Vehicles n Components,127485858380
,005710,Daewonsanup,KOSDAQ,Vehicles n Components,122429736000
,053700,SAMBO MOTORS,KOSDAQ,Vehicles n Components,121477878900
,066590,WSA,KOSDAQ,Vehicles n Components,117610043040
,092460,HANLA IMS,KOSDAQ,Vehicles n Components,114634856000
,170030,HDI21,KOSDAQ,Vehicles n Components,113822800000
,067570,NVH,KOSDAQ,Vehicles n Components,107955200000
,265560,YHTEC,KOSDAQ,Vehicles n Components,100166986600
,234100,Sewon,KOSDAQ,Vehicles n Components,97547925160
,333430,IL SEUNG,KOSDAQ,Vehicles n Components,92641142205
,014200,KANGLIM,KOSDAQ,Vehicles n Components,91250936176
,024910,Kyungchang,KOSDAQ,Vehicles n Components,90801177675
,011320,UNICK,KOSDAQ,Vehicles n Components,90517456075
,263540,Earth & Aerospace,KOSDAQ,Vehicles n Components,85049841450
,241690,UNITEKNO,KOSDAQ,Vehicles n Components,82221572160
,212560,NEOOTO,KOSDAQ,Vehicles n Components,78040883330
,053270,G.Y.TECH,KOSDAQ,Vehicles n Components,73596937425
,122690,SAC,KOSDAQ,Vehicles n Components,70557444300
,024740,HanilForging,KOSDAQ,Vehicles n Components,70475240310
,122350,SAMKEE,KOSDAQ,Vehicles n Components,69892777244
,072470,W.I.H.C,KOSDAQ,Vehicles n Components,69033231355
,019540,IljiTech,KOSDAQ,Vehicles n Components,68108040000
,097780,Eco Volt,KOSDAQ,Vehicles n Components,68068989690
,067170,Autech,KOSDAQ,Vehicles n Components,67953936075
,024830,SewonCorp,KOSDAQ,Vehicles n Components,59702500000
,128540,ECOCAB,KOSDAQ,Vehicles n Components,59653178100
,013720,CBI,KOSDAQ,Vehicles n Components,58909139520
,126640,HWASHIN PRECISION,KOSDAQ,Vehicles n Components,54160717743
,024120,KBA,KOSDAQ,Vehicles n Components,49795000000
,090150,iWIN,KOSDAQ,Vehicles n Components,48910342224
,065500,Orient Precision Industries,KOSDAQ,Vehicles n Components,46979509760
,085910,NEOTIS,KOSDAQ,Vehicles n Components,46751314390
,078590,HYULIM A-TECH,KOSDAQ,Vehicles n Components,46566681201
,290120,DH AUTOLEAD,KOSDAQ,Vehicles n Components,44683597440
,221840,HIZEAERO,KOSDAQ,Vehicles n Components,43572307130
,088290,EWON COMFORT,KOSDAQ,Vehicles n Components,41263808073
,031510,AUSTEM,KOSDAQ,Vehicles n Components,39592000000
,012340,NUINTEK,KOSDAQ,Vehicles n Components,38485814472
,099410,DBSM,KOSDAQ,Vehicles n Components,36540000000
,104040,Daesung Fine Tec,KOSDAQ,Vehicles n Components,36356663684
,080470,SCAutotech,KOSDAQ,Vehicles n Components,32850000000
,113810,Dgenx,KOSDAQ,Vehicles n Components,32497538796
,054180,MEDICOX,KOSDAQ,Vehicles n Components,29947212032
,310870,DYC,KOSDAQ,Vehicles n Components,28775993961
,130740,TPC Global,KOSDAQ,Vehicles n Components,26161895280
,053060,SAE DONG,KOSDAQ,Vehicles n Components,25426683360
,123750,Alton,KOSDAQ,Vehicles n Components,24472890240
,071850,CTK,KOSDAQ,Vehicles n Components,24008753412
,046070,KODACO,KOSDAQ,Vehicles n Components,10996016392
